customer_id,meter_number,customer_name,address,customer_phone,customer_type,billing_type,transformer_id,account_status,latitude,longitude,email,created_at
280,MTR000280,Benjamin Saunders,"4671 Edwards Port Suite 924, North Charles, NJ 96647",463.967.7399x075,Residential,R,3371,INACTIVE,5.298967,5.826776,sandy64@example.org,1/30/2025 22:11
281,MTR000281,Corey Shah,"5217 Timothy Cliff, South Dylanbury, ID 58567",(239)531-4981x4818,Industrial,D,448,ACTIVE,5.264142,6.415338,dustindickerson@example.org,12/27/2025 22:46
282,MTR000282,Jamie Hinton,"9907 Erika Knoll Suite 278, Lake Danielle, DE 15755",(566)646-3181x1683,Industrial,R,1524,INACTIVE,6.792989,6.017292,garciamichael@example.com,9/5/2025 8:39
283,MTR000283,Craig Armstrong,"Unit 0039 Box 2295, DPO AP 42357",635.856.6229x417,Industrial,R,2975,ACTIVE,5.003016,6.660278,droberson@example.org,7/24/2024 17:38
284,MTR000284,Kevin Arnold,"788 Jennifer Court Suite 372, Port Brianna, PA 50274",650.698.5363,Industrial,D,1648,ACTIVE,6.317453,6.849748,teresa85@example.org,8/1/2024 20:55
285,MTR000285,Michael Herrera,"63433 Zimmerman Green Apt. 457, South Derrickside, AZ 83386",(420)918-4041x6822,Residential,D,1069,ACTIVE,6.161479,5.129897,owenssean@example.org,7/30/2024 7:38
286,MTR000286,Eugene Parker,"16337 Joyce Burgs, Hortonshire, PR 85614",201.610.9147x17663,Residential,D,400,INACTIVE,6.713448,5.458272,jonesgary@example.com,4/28/2025 8:27
287,MTR000287,Shannon Stuart,"5345 Mary Extension Suite 579, Branchburgh, DE 60729",812-936-4479x1075,Industrial,R,3805,INACTIVE,6.463102,6.42646,boyerdiane@example.net,6/27/2024 19:35
288,MTR000288,Alicia Smith,"1138 Eric Land Suite 162, Smithmouth, LA 46761",+1-695-381-1439x6204,Industrial,D,1582,ACTIVE,6.037917,6.972474,pturner@example.org,3/21/2025 5:00
289,MTR000289,Felicia Hudson,"7969 Hensley Manors Suite 190, Lake Brittanyport, MA 60576",001-568-269-9409x40727,Residential,D,890,INACTIVE,6.168216,5.962024,angel47@example.org,1/30/2025 8:53
290,MTR000290,Jamie Holmes,"626 Lester Springs, New Ashleybury, NC 56580",001-628-874-6044,Residential,D,701,INACTIVE,6.982503,6.70567,bryanmorse@example.com,10/20/2024 18:34
291,MTR000291,Megan Strickland,"795 Clark Vista, West Jacob, CO 82630",-2518,Commercial,D,168,INACTIVE,5.2863,5.735945,jerryjackson@example.net,7/23/2025 5:45
292,MTR000292,Margaret Hill,"218 Villarreal Trail Suite 593, Port Lucaschester, VI 04180",562.320.1911x96316,Commercial,R,2507,ACTIVE,6.017899,6.839103,fergusonmatthew@example.net,6/12/2024 20:44
293,MTR000293,Raven Evans,"8145 Jamie Common, Jonville, NE 28526",864-441-8023,Commercial,R,2576,INACTIVE,6.266168,6.800882,barry25@example.net,5/11/2025 3:14
294,MTR000294,Tracy Wright,"USNS Taylor, FPO AP 43905",395-430-3688x332,Residential,R,1994,INACTIVE,5.031185,5.366726,sabrinagibbs@example.com,3/18/2024 9:19
295,MTR000295,Daniel Richardson,"84037 Krueger Fort Suite 118, Jonathonmouth, VT 06775",539.713.4111x932,Commercial,D,3171,INACTIVE,6.024639,6.5724,narnold@example.com,10/21/2024 0:14
296,MTR000296,Nancy Macdonald,"57193 Nicole Estates Apt. 181, West Christopherton, MS 11735",276.843.3490x67503,Industrial,R,449,ACTIVE,5.63135,5.776913,steven74@example.com,3/15/2025 7:26
297,MTR000297,Katherine Odom,"969 Brooke Loaf, Riveramouth, GU 50211",+1-451-286-7119x8383,Industrial,D,1553,INACTIVE,6.901609,6.35385,matthew53@example.org,1/15/2024 22:44
298,MTR000298,George Collins,"0562 Conrad Forks, Harrellport, AL 88470",(351)322-4069,Commercial,D,1749,ACTIVE,5.707845,5.02022,adam92@example.org,2/13/2025 19:00
299,MTR000299,Michelle Roy,"270 Erica Canyon Apt. 334, Shannonberg, CO 82592",001-565-223-9406x77859,Industrial,D,3782,INACTIVE,6.36607,6.368361,spencerapril@example.net,3/19/2024 13:00
300,MTR000300,Mr. Frederick Jones,"514 Diaz Loaf, West Susanstad, NH 97351",510.710.8156,Commercial,D,1975,ACTIVE,5.658053,6.418021,kpowell@example.com,7/24/2025 23:09
301,MTR000301,James Hicks,"7791 Hancock Garden Suite 972, Andrewshire, OK 48487",001-503-331-4694x8051,Commercial,R,506,INACTIVE,6.235787,6.277191,lisa10@example.org,1/14/2025 10:29
302,MTR000302,Alicia Parker,"759 Jesus Neck Suite 817, New David, DE 18582",688-220-1072x1946,Residential,R,479,ACTIVE,6.314466,5.279785,foxalyssa@example.net,6/24/2025 12:40
303,MTR000303,Kyle Bailey,"46867 Tammy Harbors Suite 968, Hicksborough, MT 87431",001-872-501-2888,Residential,D,1746,INACTIVE,6.690957,5.560017,woodlisa@example.com,4/29/2025 22:45
304,MTR000304,Rebecca Kline,"99754 Garcia Junctions, Logantown, TX 98068",427-552-6454x4497,Commercial,D,1499,INACTIVE,6.754117,6.268226,ghamilton@example.net,12/23/2024 21:07
305,MTR000305,Ashley Holt,"89787 Timothy Neck Suite 548, East Amber, CT 27069",450.783.7875x8073,Commercial,D,948,ACTIVE,6.209698,6.978219,kelseymiddleton@example.org,2/15/2024 1:39
306,MTR000306,Melissa Howard,"USCGC Johnson, FPO AE 12055",989.485.5143x8288,Industrial,D,3855,ACTIVE,6.831807,5.280373,kennedychris@example.org,5/24/2024 3:21
307,MTR000307,Tracy Yates,"6352 Stafford Square Apt. 642, Toddbury, MH 27699",743.752.9532x431,Commercial,R,2108,ACTIVE,5.358616,6.10652,kristine16@example.com,8/29/2024 0:22
308,MTR000308,Joseph Morris,"03202 Renee Ports Apt. 499, Terryside, CA 83527",-6225,Commercial,D,1798,ACTIVE,6.738707,5.3622,jamesdaniels@example.org,4/28/2024 4:30
309,MTR000309,Dakota Jones Jr.,"03959 Soto Parkway Suite 530, New Stephenport, UT 42028",(212)596-5276x073,Residential,D,1297,ACTIVE,5.471988,6.473633,jesuswallace@example.com,4/15/2025 8:41
310,MTR000310,Tyler Hill,"070 Kyle Walks Suite 979, Thompsonfort, DE 31607",8089252792,Industrial,R,373,INACTIVE,5.816048,6.108061,michael88@example.net,7/23/2025 0:55
311,MTR000311,Theresa Medina,"USCGC Holloway, FPO AE 16092",001-871-575-2790x028,Residential,R,3814,INACTIVE,6.40741,6.60325,lrivera@example.net,3/15/2025 21:46
312,MTR000312,Johnathan Espinoza,"9832 Smith Alley Apt. 214, Freemanville, OK 42537",553.522.3946,Residential,D,87,INACTIVE,5.867108,5.706498,jennifer84@example.org,2/25/2025 6:27
313,MTR000313,Rachel Woods,"69208 Timothy Square, East Allenfurt, OH 82879",516.236.5703x611,Commercial,R,2892,ACTIVE,6.393141,6.640658,elijah94@example.com,1/31/2025 5:52
314,MTR000314,Elijah Beltran,"235 Barbara Key Suite 884, South Kathleenhaven, WY 28755",638.253.5420x6026,Commercial,R,3975,INACTIVE,5.311067,6.228066,iriley@example.org,8/4/2024 22:14
315,MTR000315,Veronica Pena,"0187 Andrew Corner, Hernandezshire, CA 66419",7235294313,Industrial,D,2565,ACTIVE,6.660567,6.960835,robertrodgers@example.net,7/27/2025 5:02
316,MTR000316,Brandon Bell,"96534 West Crescent Suite 070, South Elizabethton, NY 08489",269-401-6099x2449,Residential,R,1643,ACTIVE,5.419763,6.771736,michaelcarlson@example.com,2/20/2025 11:14
317,MTR000317,Mr. Edgar Jones Jr.,"19138 Glover Divide, South Antonio, WA 31168",8308059608,Residential,D,682,ACTIVE,6.632861,6.398055,adammoore@example.com,1/24/2024 11:30
318,MTR000318,Jennifer Chavez,"USCGC Hall, FPO AA 34562",4575469557,Commercial,R,2014,INACTIVE,6.574343,6.968823,fnelson@example.net,4/10/2024 10:13
319,MTR000319,April Harrell,"271 Michael Row, Youngburgh, WI 39896",477.774.1064,Industrial,R,3325,INACTIVE,6.265497,5.276491,thomasmullen@example.org,2/6/2025 19:12
320,MTR000320,James Malone,"35957 Ashley Loop Apt. 242, Caseburgh, PW 21832",418.637.9766x10010,Industrial,D,3650,ACTIVE,6.603653,5.859327,qvillanueva@example.org,3/8/2024 18:07
321,MTR000321,David Watkins,"494 James Drive Apt. 538, Davidbury, ID 40177",220.581.3868x0874,Industrial,D,2757,ACTIVE,5.703887,5.898799,bauerkelli@example.net,5/3/2025 19:42
322,MTR000322,Heather Nelson,"073 Laura Estates, Mariafurt, NY 81989",-6140,Commercial,R,961,INACTIVE,5.759509,6.599904,washingtonstephen@example.com,11/15/2024 19:53
323,MTR000323,Susan Walker,"8298 Powell Mountains Apt. 325, New Davidbury, PR 09012",+1-925-366-9902x7905,Commercial,R,2608,INACTIVE,6.950738,5.79224,cooperjoseph@example.org,9/28/2025 5:55
324,MTR000324,Melissa Singleton,"5148 Tammy Well, Port Alisonshire, CA 55850",+1-369-323-8743x57641,Residential,R,3424,INACTIVE,6.649594,5.360895,destinyhernandez@example.net,1/11/2024 15:31
325,MTR000325,Anna Bowers,"47892 Elliott Plains, Marychester, LA 69498",6857581563,Residential,D,2334,ACTIVE,6.338267,5.625267,rlawrence@example.org,11/10/2025 9:07
326,MTR000326,Gloria Lewis,"534 Lee Viaduct Suite 361, Eugenestad, RI 98613",741-511-9887x92565,Commercial,D,3439,ACTIVE,5.234909,5.136603,brenda44@example.org,9/18/2024 13:06
327,MTR000327,Debbie Walker,"PSC 0827, Box 8277, APO AA 22432",493-202-1945,Residential,D,1815,INACTIVE,6.786775,6.769955,richardlee@example.net,7/26/2025 16:55
328,MTR000328,Michelle Barrera,"3981 John Road Apt. 579, New Judyborough, IN 38037",743.280.9866x196,Residential,D,414,ACTIVE,6.711367,6.832495,lanehaley@example.com,8/17/2025 17:08
329,MTR000329,Jacob Nguyen,"27650 Diamond Dale, Lucasberg, NC 06214",962.932.9736x907,Industrial,R,1586,ACTIVE,6.570466,6.402172,kevinkelly@example.com,8/8/2024 7:08
330,MTR000330,Alexandra Boone,"21020 Laurie Harbor, Dunnstad, MA 60908",791.394.0817,Residential,D,2241,INACTIVE,5.5812,6.822518,michelle89@example.org,3/16/2025 14:43
331,MTR000331,Meagan Johnston,"1816 Tracy Union, Glovermouth, LA 21723",(310)635-2910x6226,Residential,D,113,ACTIVE,6.253379,5.765675,ndouglas@example.net,6/17/2024 0:56
332,MTR000332,Todd Taylor,"Unit 5236 Box 9787, DPO AE 02943",8084487740,Commercial,R,1095,ACTIVE,5.449714,5.784406,gailtodd@example.org,5/1/2024 12:41
333,MTR000333,Jamie Roberts,"121 Murray Junction Suite 581, Jaredmouth, NJ 71012",+1-434-796-5165x99977,Residential,D,1844,ACTIVE,6.153223,6.193695,simpsonbethany@example.org,7/27/2025 10:54
334,MTR000334,Emily Castro,"5530 Jamie Mews Apt. 530, Marshallberg, DE 71751",+1-832-708-0197x09959,Industrial,R,1301,ACTIVE,6.320632,6.170665,rhondadixon@example.com,1/1/2025 17:02
335,MTR000335,Lisa Nolan,"01777 Amanda Camp Suite 716, Port Cynthiafurt, VA 57650",001-274-220-3502x967,Residential,R,1795,ACTIVE,5.911364,5.754187,charris@example.org,8/16/2024 18:33
336,MTR000336,Tina Davies,"92786 Hamilton Views, South Amber, ND 09942",(442)913-9180,Residential,D,3051,INACTIVE,5.979872,6.883742,rivasrobert@example.com,8/23/2025 19:33
337,MTR000337,Matthew Hayden,"47567 Ellis Mission, East Deniseborough, RI 16894",001-606-482-5767x9831,Industrial,D,801,ACTIVE,5.612275,5.838779,wrightsara@example.net,3/28/2024 7:01
338,MTR000338,Danny Allen,"6465 Pham Shoal, Davismouth, DE 67847",331.595.9825x8223,Residential,R,2379,INACTIVE,5.020499,5.906795,kyle70@example.net,7/6/2025 0:02
339,MTR000339,Curtis Smith,"8439 Lam Crest Apt. 452, Mooreberg, MH 54557",001-590-328-0749x66150,Residential,D,1618,INACTIVE,5.256149,5.112032,jacobstewart@example.org,4/28/2025 5:19
340,MTR000340,Lisa Simpson,"5530 Jamie Mews Apt. 530, Marshallberg, DE 71751",710-430-3001,Industrial,R,3685,ACTIVE,6.993034,5.559789,rodriguezashley@example.com,9/17/2024 14:32
341,MTR000341,Daniel Graham,"70840 Ricky Spring Suite 775, Salazarport, SD 65067",001-903-733-7176x844,Industrial,R,2262,INACTIVE,6.147306,5.964014,ecarlson@example.org,1/26/2024 8:35
342,MTR000342,William Roman,"20338 Burns Club Apt. 454, Mccoyborough, DC 07497",230-449-6008x842,Commercial,R,1604,INACTIVE,6.948229,5.300419,josephcisneros@example.net,12/2/2025 5:36
343,MTR000343,Elizabeth Butler,"38404 Amanda Walk, Wadeville, VA 19006",(980)826-7192x69790,Industrial,R,1704,ACTIVE,5.391711,6.05139,jeremiah83@example.net,10/2/2025 19:17
344,MTR000344,Jessica Macdonald,"971 Adam Fork, Stephaniechester, HI 48065",+1-597-855-1905x41354,Residential,D,3170,ACTIVE,6.972265,5.70692,camposgina@example.org,5/23/2024 23:55
345,MTR000345,Evelyn Shelton,"4224 Caitlin Stravenue Suite 167, North William, DC 23159",(907)877-4088x909,Industrial,D,2600,INACTIVE,5.336095,5.021567,dhawkins@example.com,3/25/2024 10:32
346,MTR000346,Randall Huber,"2406 Perkins Glen Apt. 862, Briannaside, IN 09342",+1-303-222-6763x8119,Industrial,D,2362,INACTIVE,5.321886,5.658162,lburgess@example.net,3/1/2025 5:03
347,MTR000347,Elizabeth Lester,"17209 Robert Prairie, East Christopher, WY 86380",(613)215-2372x5239,Residential,R,3249,INACTIVE,5.569557,6.126869,jonesandrew@example.net,4/14/2025 11:18
348,MTR000348,Stephanie Wilson,"52878 Moss Dale, South Gabrieltown, MA 05342",801.834.0486x413,Industrial,D,804,INACTIVE,5.039573,6.865594,robinsonjeffrey@example.net,7/8/2025 6:30
349,MTR000349,Craig Frazier,"USCGC Jefferson, FPO AE 17113",804.902.2951,Residential,R,3553,ACTIVE,5.792616,6.683427,rebeccaroman@example.com,7/7/2024 15:36
350,MTR000350,Samantha Walker,"27274 Vanessa Junction Suite 701, Thomasburgh, ME 41681",821.710.4584x48572,Residential,D,849,INACTIVE,5.773977,6.722676,xwalsh@example.com,1/24/2024 0:46
351,MTR000351,Charlotte Mendez,"449 Jacqueline Track Suite 691, South Johnport, NJ 40203",5142105497,Commercial,R,2636,ACTIVE,5.340081,6.102783,brittanybuck@example.org,1/11/2025 2:51
352,MTR000352,Morgan Schmidt,"9730 Stephanie Forge Suite 169, Lake Jonathan, MD 71774",001-793-401-3381,Residential,D,3981,INACTIVE,5.515551,6.58455,cruzbrooke@example.com,5/5/2024 0:02
353,MTR000353,Gary Reid,"5581 Castillo Knolls, North Toddmouth, FM 58430",(456)537-8095,Residential,D,2657,INACTIVE,6.482488,5.79607,martinezleroy@example.com,2/29/2024 13:45
354,MTR000354,Kelly Robinson,"16958 Hawkins Drive, Pricebury, PA 21953",786-737-6635x028,Industrial,D,1019,INACTIVE,6.520547,6.262832,sean54@example.net,6/22/2025 12:47
355,MTR000355,Patricia Chan,"USNV Rodriguez, FPO AE 76542",001-978-511-3001,Residential,R,2248,ACTIVE,5.77044,6.452807,david47@example.net,7/18/2024 16:39
356,MTR000356,Michelle Cooley,"378 Green Port, Port Shawnport, KS 98748",646-652-1262x950,Residential,R,3690,INACTIVE,5.593504,5.883514,melissa09@example.org,2/4/2025 6:07
357,MTR000357,Katie Fuller,"6104 Alexander Loop Suite 202, Natalieview, FL 13569",4566070359,Industrial,D,231,ACTIVE,6.661379,6.484586,davidclark@example.net,12/10/2024 0:57
358,MTR000358,Anthony Cruz,"76817 Jessica Plaza, Port Mariaville, NV 17633",001-496-885-9818x9863,Industrial,R,1457,ACTIVE,6.041888,6.405567,stephanietaylor@example.net,3/2/2025 10:48
359,MTR000359,Karen Caldwell,"0437 Schwartz Club Apt. 885, Richardport, HI 09641",+1-985-575-3012x446,Industrial,R,2606,ACTIVE,6.285372,5.580801,masonmelissa@example.com,5/29/2024 15:53
360,MTR000360,Brianna Wilson,"5000 Brown Loop, Youngport, MS 89201",001-416-659-0922x577,Commercial,R,3186,INACTIVE,6.301897,6.44378,robertdecker@example.com,11/29/2025 0:11
361,MTR000361,Gregory Ross,"250 Wanda Islands, Medinaside, NH 42512",596.460.5233x33231,Commercial,D,3746,INACTIVE,6.522099,5.448215,zoefoster@example.org,6/24/2024 21:51
362,MTR000362,Paul Cannon,"09440 Cynthia Centers, East Bradton, NV 39460",001-372-240-9855x8577,Commercial,D,1848,INACTIVE,6.970948,5.482692,simmonsallison@example.com,5/10/2024 19:21
363,MTR000363,Terry Ellis,"715 Robert Spurs Apt. 132, Sampsonchester, MD 97006",373.600.4536x87481,Residential,R,3738,ACTIVE,6.458516,6.53667,brianasawyer@example.net,5/7/2025 9:09
364,MTR000364,Alexander Goodman,"01296 Little Terrace, South Sara, VA 21607",623.603.9621,Commercial,D,1105,ACTIVE,6.688708,5.679631,sdavis@example.com,2/26/2025 20:11
365,MTR000365,Edward Lewis,"623 Jorge Squares Suite 826, East Michaelview, NY 90889",001-594-543-7333x038,Residential,D,194,INACTIVE,5.092694,5.909202,neilharrison@example.net,10/8/2025 23:33
366,MTR000366,Nicholas Obrien,"359 Thompson Prairie, Zhanghaven, UT 12735",001-560-909-9327x8687,Industrial,D,751,INACTIVE,6.442526,5.116174,jamiecastillo@example.net,11/29/2024 19:44
367,MTR000367,Jessica Mueller,"994 Lawson Route Apt. 320, Alishaport, AR 56847",+1-447-500-9748x7153,Commercial,D,1710,INACTIVE,6.874022,5.43239,powerssteve@example.org,1/17/2025 2:50
368,MTR000368,Jean Park,"16172 Morales Knoll, Lake Mary, IL 35201",(579)896-2096x72230,Industrial,R,2549,ACTIVE,5.524447,5.268872,qwoodard@example.com,5/5/2025 15:31
369,MTR000369,Sarah Hudson,"PSC 0974, Box 2242, APO AA 91658",251.736.7384,Industrial,D,1878,INACTIVE,5.294005,5.00743,johnfranklin@example.org,2/12/2025 8:01
370,MTR000370,Jennifer Kelly,"4344 Joseph Lights Apt. 909, North Kimberlyview, NE 34567",+1-541-957-7524x432,Residential,D,864,ACTIVE,5.298293,6.71009,aaronstone@example.net,7/18/2025 13:34
371,MTR000371,Jennifer Mcdaniel,"7028 Alfred Keys, Lintown, DC 30670",233-239-4193x3168,Residential,R,807,ACTIVE,5.013638,6.420193,robertmckinney@example.com,2/3/2025 16:05
372,MTR000372,Denise Sanchez,"267 Peterson Pass Suite 714, Maryfurt, CO 28955",+1-424-879-9440x3150,Industrial,R,1678,ACTIVE,5.774941,5.379569,samanthafrazier@example.com,7/20/2024 12:55
373,MTR000373,Dakota Baker,"254 Floyd Stravenue Suite 134, East Michael, MD 44767",001-692-398-6650x84554,Residential,R,836,INACTIVE,5.441024,5.436172,amygray@example.com,12/31/2024 15:04
374,MTR000374,Dean Mendez,"710 Ryan Burg Apt. 998, Leeshire, AZ 48811",(594)762-7661,Residential,R,3915,ACTIVE,5.446103,5.438829,micheal27@example.net,10/2/2025 13:44
375,MTR000375,Andrea Kim,"1400 Ralph Radial, Brianburgh, WI 50160",(951)753-0049x87108,Residential,D,2002,ACTIVE,6.910324,5.112413,omoore@example.org,6/2/2024 0:49
376,MTR000376,Jennifer Jones,"57890 Jenna Inlet, North Devonhaven, VT 69015",001-968-310-5697x60165,Industrial,D,142,INACTIVE,5.787069,6.069218,danielalvarez@example.net,1/11/2025 16:49
377,MTR000377,Charles Roberts,"796 Christine Port Apt. 010, Jasonport, WI 28939",(925)640-8576x085,Industrial,R,2400,INACTIVE,5.198991,6.484864,brandontran@example.net,7/28/2024 15:40
378,MTR000378,Laura James,"316 Jennifer Forges, East Kyleborough, OR 34208",264.564.1180,Industrial,R,1574,ACTIVE,5.131735,5.123127,theresarodriguez@example.net,6/15/2024 9:43
379,MTR000379,Mark Mcneil,"776 Michael Stream, Lake Erinberg, FM 83557",(275)389-0841x0148,Commercial,R,2842,ACTIVE,6.853641,6.546105,rachel99@example.org,2/6/2024 2:36
380,MTR000380,Morgan Boyd,"02849 Harrison Pass, Lake Adamstad, AK 59010",337-353-9109x24320,Commercial,D,3015,INACTIVE,5.82498,5.761996,murphylarry@example.net,2/2/2024 19:54
381,MTR000381,Stephanie Curtis,"8112 Davis Ridges, Kevinhaven, CO 85879",(831)585-1027,Commercial,D,2461,ACTIVE,6.808891,6.581264,hopkinsmichelle@example.org,2/3/2024 18:42
382,MTR000382,Michael Sullivan,"6390 Sandra Road, New Catherinestad, MI 87478",771.910.0908x1876,Industrial,R,22,INACTIVE,5.644893,6.50166,rebecca99@example.org,7/17/2024 23:47
383,MTR000383,Miss Danielle Robinson MD,"0258 Fuentes Grove Suite 363, North Nicholefort, TX 61289",884-301-1884x0518,Residential,R,2951,INACTIVE,5.189259,6.687005,rthomas@example.com,2/16/2025 0:18
384,MTR000384,Melinda Jackson,"02801 Traci Rest, New Peggyburgh, TX 17755",735-447-7021x137,Residential,R,3753,INACTIVE,5.881064,5.418685,marklee@example.org,9/9/2024 4:34
385,MTR000385,Patrick Jones,"6831 Wilson Mall Apt. 943, Batesville, DE 44825",730.315.1253,Industrial,R,1477,ACTIVE,5.600771,6.44841,donaldhensley@example.com,10/28/2025 3:04
386,MTR000386,Heather Flores,"286 Walker Mountain, South Marissamouth, HI 59324",541.556.7311x3978,Residential,D,2889,ACTIVE,6.096692,6.796899,jodyprice@example.net,5/18/2025 7:50
387,MTR000387,Nicholas Johnson,"Unit 4803 Box 3999, DPO AP 90601",(842)806-7283x610,Residential,R,1769,ACTIVE,5.770388,6.328894,adamcox@example.com,11/16/2024 15:46
388,MTR000388,Frederick Walker,"594 Nichols Pike, East Scotthaven, KS 22108",565-508-0731,Residential,D,2864,INACTIVE,6.188063,6.729872,william21@example.net,5/3/2024 1:23
389,MTR000389,Leslie Holder,"58508 Middleton Plains Suite 964, Cooperville, KS 13993",+1-644-219-2128x444,Commercial,D,3793,ACTIVE,5.642371,5.700573,tyler73@example.org,6/3/2024 10:27
390,MTR000390,James Potter,"371 Manuel Plaza Suite 133, Port Brendashire, NM 10053",9103979254,Industrial,R,2757,ACTIVE,6.969078,6.709406,cesarlucas@example.net,1/19/2024 12:03
391,MTR000391,Jennifer Duran,"670 Grant Club Suite 272, South Franciscotown, MS 25340",808-913-1957x0354,Residential,D,6,INACTIVE,6.154053,6.409514,mstuart@example.com,10/30/2024 8:33
392,MTR000392,Shane Barber,"12455 Felicia Plains Suite 047, Joanside, CA 87079",954.967.4510x739,Residential,D,210,INACTIVE,5.81842,5.342257,ariel37@example.com,5/25/2024 16:01
393,MTR000393,Kevin Franklin,"522 Angela View, Amandaberg, HI 81224",301.906.9860,Residential,D,293,ACTIVE,6.244162,6.632989,larrypeters@example.net,4/18/2025 1:00
394,MTR000394,Lisa Anderson,"4242 Taylor Oval Apt. 284, Marieport, OK 38019",308-677-9494,Industrial,R,2043,INACTIVE,6.859893,5.24851,melissawyatt@example.net,4/3/2024 20:06
395,MTR000395,Mark Mcneil,"1524 Joseph Neck, Lindaborough, AS 37853",(397)846-7551x4547,Commercial,R,2253,ACTIVE,6.925358,5.139328,iholloway@example.org,12/19/2025 4:55
396,MTR000396,Leslie Adams,"448 Nicole Corners, South Jennyville, AK 11243",+1-516-305-1917x363,Commercial,D,2163,ACTIVE,6.575297,5.639222,dunnkenneth@example.org,12/5/2024 10:11
397,MTR000397,Joshua Houston,"9881 Fields Oval Suite 044, South Chrisshire, GU 42855",001-698-310-0991x3853,Commercial,R,205,ACTIVE,6.928021,6.235212,amandahodge@example.com,7/3/2025 15:11
398,MTR000398,Danielle Nelson,"201 Campbell Ports Suite 141, Port Brittany, ID 95155",-1975,Industrial,D,3732,ACTIVE,6.102964,6.948378,haleycarlson@example.net,3/19/2025 8:52
399,MTR000399,Lauren Jones,"4105 Courtney Harbor Apt. 505, East Heather, MD 79971",001-279-339-0961x9006,Industrial,R,2930,ACTIVE,6.95384,6.700197,ianderson@example.org,2/18/2024 12:20
400,MTR000400,Crystal Miller,"PSC 6248, Box 3032, APO AA 10624",333.651.3308x758,Industrial,D,1717,INACTIVE,5.827031,5.700453,james20@example.org,3/25/2024 12:33
401,MTR000401,Victor Murphy,"9555 Murphy Route, Port Michael, MN 52171",-6671,Industrial,D,3935,ACTIVE,5.555613,6.68225,amybishop@example.org,6/29/2024 14:53
402,MTR000402,Danielle Jones,"278 Grimes Garden Suite 779, Port Andrewburgh, SD 41909",562.594.8209x74000,Residential,R,1790,INACTIVE,6.461935,6.212398,charlesmeza@example.com,12/6/2024 22:16
403,MTR000403,Stephanie Greer,"Unit 7390 Box 9795, DPO AP 61450",634.818.8167,Industrial,R,2810,INACTIVE,5.414625,6.878181,mhouse@example.net,10/10/2025 10:52
404,MTR000404,Andrew Dickson,"0535 Williams Club Suite 797, Angiemouth, VA 75008",816.986.9592x901,Commercial,R,3091,INACTIVE,6.130095,5.882297,amandacruz@example.org,1/28/2025 3:19
405,MTR000405,Lisa Herring,"0878 Lisa Mission, Lake Elaineburgh, MI 57730",+1-898-632-4855x7617,Residential,D,574,INACTIVE,5.72288,5.049668,zacharyrivera@example.net,2/24/2025 22:09
406,MTR000406,Ryan Donovan,"2638 Everett Mount Apt. 726, Davenportchester, WY 71226",304-318-3946,Residential,D,2752,ACTIVE,5.494151,5.875617,anthony48@example.org,3/15/2025 2:00
407,MTR000407,Lauren Burton DVM,"318 Hudson Meadows Suite 570, Port Allisonborough, NV 67305",001-824-781-9288x734,Commercial,D,1879,ACTIVE,5.421923,5.810617,nguyenadam@example.com,8/14/2024 14:43
408,MTR000408,Justin Leblanc,"5048 Rodriguez Spur, Lake James, DE 09454",(695)352-7897x42481,Residential,R,1751,ACTIVE,6.108484,5.527928,norrismichelle@example.com,4/21/2024 12:19
409,MTR000409,Leslie Bruce,"908 Kenneth Road, Kylemouth, GU 60148",862-288-8562,Industrial,R,69,ACTIVE,6.519664,5.941098,owallace@example.org,3/3/2024 5:50
410,MTR000410,Jacqueline Nixon,"85867 David Coves Suite 927, Jamesmouth, WA 33310",6598340766,Commercial,D,1042,INACTIVE,5.737665,5.185029,medinatara@example.org,1/24/2025 18:50
411,MTR000411,Tracy Dunn,"430 Patricia Glen, Johnfort, FM 24528",001-612-886-2900x415,Residential,R,2115,INACTIVE,5.726796,5.036337,christopher39@example.com,10/7/2024 11:03
412,MTR000412,Philip Pace,"556 Jacqueline Mountain, East Megantown, NC 30835",001-573-314-0104x33777,Residential,R,1981,ACTIVE,5.767667,6.45649,hwhite@example.org,2/3/2025 6:37
413,MTR000413,Michael Gross,"PSC 3203, Box 8009, APO AE 82624",(483)592-8420x3559,Industrial,D,1822,ACTIVE,5.35471,5.796259,richardsmartin@example.net,10/28/2024 5:38
414,MTR000414,Jessica Pace,"9715 Collins Port, South Rebeccashire, IL 29378",846.956.4442x731,Commercial,R,1586,ACTIVE,6.337481,6.196231,jaclynpeterson@example.net,8/13/2024 22:58
415,MTR000415,Frank Caldwell,"1023 Miller Expressway, Deannaberg, UT 44619",001-417-987-2301x630,Commercial,R,1750,INACTIVE,6.749591,5.889763,nicholasgreen@example.net,1/9/2024 1:05
416,MTR000416,John Dickerson,"12708 Maldonado Junctions Suite 228, Rebeccaborough, NV 44028",001-554-917-9394x8421,Commercial,R,2901,INACTIVE,6.962555,6.053207,ericasantiago@example.org,5/30/2024 20:43
417,MTR000417,John Young,"9615 Madeline Harbor, East Russellland, PR 31619",724-564-5955,Commercial,R,3763,INACTIVE,5.493873,5.756337,jenkinsleslie@example.org,8/3/2024 5:13
418,MTR000418,William Walter,"2221 Campbell Lake Suite 185, East Tammie, CO 93302",001-566-524-7946x65643,Residential,D,2888,INACTIVE,6.041026,6.205433,glennholland@example.net,5/27/2024 5:48
